id,storeId,category,sub_category,name,brand,quantity,quantity_value,quantity_unit,quantity_items,quantity_total,primaryPrice,primaryPriceUnit,secondaryPrice,secondaryPriceUnit
27762,1,Bebidas e Garrafeira,Vinhos,anos vinho tawny,conceito,garrafa 75 cl,750.0,ml,1,750.0,24.29,un,32.39,lt
27772,1,Bebidas e Garrafeira,Vinhos,saes rose dao,quinta de saes,garrafa 75 cl,750.0,ml,1,750.0,7.89,un,10.52,lt
27773,1,Bebidas e Garrafeira,Vinhos,estrela dao vinho rose,textura,garrafa 75 cl,750.0,ml,1,750.0,20.59,un,27.45,lt
27775,1,Bebidas e Garrafeira,Vinhos,geronimo setubal vinho branco,herdade do portocarro,garrafa 75 cl,750.0,ml,1,750.0,28.6,un,38.13,lt
27776,1,Bebidas e Garrafeira,Vinhos,white,burmester,garrafa 75 cl,750.0,ml,1,750.0,6.49,un,8.65,lt
27781,1,Bebidas e Garrafeira,Vinhos,anos verdelho vinho madeira seco,cossart gordon,garrafa 75 cl,750.0,ml,1,750.0,18.29,un,24.39,lt
27782,1,Bebidas e Garrafeira,Vinhos,rubrica setubal vinho tinto,venâncio da costa lima,garrafa 75 cl,750.0,ml,1,750.0,5.99,un,7.99,lt
27783,1,Bebidas e Garrafeira,Vinhos,alvarinho vinho verde branco,joão portugal ramos,garrafa 75 cl,750.0,ml,1,750.0,13.19,un,17.59,lt
27793,1,Bebidas e Garrafeira,Vinhos,menina anos white vinho,porto rozés,garrafa 50 cl,500.0,ml,1,500.0,15.99,un,31.98,lt
27797,1,Bebidas e Garrafeira,Vinhos,lagrima white,barros,garrafa 75 cl,750.0,ml,1,750.0,10.79,un,14.39,lt
27800,1,Bebidas e Garrafeira,Vinhos,vinho tawny,burmester,garrafa 75 cl,750.0,ml,1,750.0,7.29,un,9.72,lt
27803,1,Bebidas e Garrafeira,Vinhos,vintage,prime's,garrafa 75 cl,750.0,ml,1,750.0,51.0,un,68.0,lt
27805,1,Bebidas e Garrafeira,Vinhos,h reserva anos vinho madeira doce,h m borges,garrafa 75 cl,750.0,ml,1,750.0,13.89,un,18.52,lt
27806,1,Bebidas e Garrafeira,Vinhos,reserva douro vinho branco,flor de são josé,garrafa 75 cl,750.0,ml,1,750.0,26.9,un,35.87,lt
27808,1,Bebidas e Garrafeira,Vinhos,dordens reserva ruby,quinta seara d'ordens,garrafa 75 cl,750.0,ml,1,750.0,13.79,un,18.39,lt
27810,1,Bebidas e Garrafeira,Vinhos,fine white,quinta do portal,garrafa 75 cl,750.0,ml,1,750.0,11.89,un,15.85,lt
27811,1,Bebidas e Garrafeira,Vinhos,white,quinta da foz,garrafa 75 cl,750.0,ml,1,750.0,27.9,un,37.2,lt
27817,1,Bebidas e Garrafeira,Vinhos,vinho ruby,morgadio da calçada,garrafa 75 cl,750.0,ml,1,750.0,16.69,un,22.25,lt
27818,1,Bebidas e Garrafeira,Vinhos,vinho ruby,são pedro das águias,garrafa 75 cl,750.0,ml,1,750.0,8.19,un,10.92,lt
27822,1,Bebidas e Garrafeira,Vinhos,cc gold anos,rozés,garrafa 75 cl,750.0,ml,1,750.0,45.0,un,60.0,lt
27828,1,Bebidas e Garrafeira,Vinhos,sanjoanne terroir mineral branco vinho verde,quinta de sanjoanne,garrafa 75 cl,750.0,ml,1,750.0,9.69,un,12.92,lt
27832,1,Bebidas e Garrafeira,Vinhos,alentejo alentejo vinho branco,santos e seixo,garrafa 75 cl,750.0,ml,1,750.0,5.99,un,7.99,lt
27837,1,Bebidas e Garrafeira,Vinhos,gradil alvarinho lisboa vinho branco,quinta do gradil,garrafa 75 cl,750.0,ml,1,750.0,10.99,un,14.65,lt
27840,1,Bebidas e Garrafeira,Vinhos,dao reserva dao vinho tinto,caves primavera,garrafa 75 cl,750.0,ml,1,750.0,9.89,un,13.19,lt
27845,1,Bebidas e Garrafeira,Vinhos,pellada alfrocheiro tinto dao,quinta da pellada,garrafa 75 cl,750.0,ml,1,750.0,33.3,un,44.4,lt
27846,1,Bebidas e Garrafeira,Vinhos,lisboa vinho tinto,tic tac,garrafa 75 cl,750.0,ml,1,750.0,39.1,un,52.13,lt
27847,1,Bebidas e Garrafeira,Vinhos,alvarinho vinho verde branco,anégia,garrafa 75 cl,750.0,ml,1,750.0,6.29,un,8.39,lt
27857,1,Bebidas e Garrafeira,Vinhos,vintage,sagrado,garrafa 75 cl,750.0,ml,1,750.0,79.0,un,105.33,lt
27865,1,Bebidas e Garrafeira,Vinhos,silveira elan douro vinho branco,quinta da silveira,garrafa 75 cl,750.0,ml,1,750.0,6.89,un,9.19,lt
27866,1,Bebidas e Garrafeira,Vinhos,murta touriga syrah lisboa vinho tinto,quinta da murta,garrafa 75 cl,750.0,ml,1,750.0,7.79,un,10.39,lt
27868,1,Bebidas e Garrafeira,Vinhos,saes reserva dao vinho branco,quinta da pellada,garrafa 75 cl,750.0,ml,1,750.0,14.89,un,19.85,lt
27871,1,Bebidas e Garrafeira,Vinhos,alentejo vinho rose,procura,garrafa 75 cl,750.0,ml,1,750.0,16.09,un,21.45,lt
27873,1,Bebidas e Garrafeira,Vinhos,reserva doc douro vinho tinto,passadouro,garrafa 75 cl,750.0,ml,1,750.0,52.0,un,69.33,lt
27874,1,Bebidas e Garrafeira,Vinhos,reserva alentejo vinho tinto,monte do carrapatelo,garrafa 75 cl,750.0,ml,1,750.0,19.69,un,26.25,lt
27878,1,Bebidas e Garrafeira,Vinhos,vinho tinto,chãteau lynch bages,garrafa 75 cl,750.0,ml,1,750.0,239.0,un,318.67,lt
27889,1,Bebidas e Garrafeira,Vinhos,vinho tawny,blend.pt,garrafa 75 cl,750.0,ml,1,750.0,12.19,un,16.25,lt
27893,1,Bebidas e Garrafeira,Vinhos,espumante tinto,via latina,garrafa 75 cl,750.0,ml,1,750.0,6.29,un,8.39,lt
27894,1,Bebidas e Garrafeira,Vinhos,reserva white,bulas,garrafa 75 cl,750.0,ml,1,750.0,18.39,un,24.52,lt
27897,1,Bebidas e Garrafeira,Vinhos,alentejo vinho branco,aventura,garrafa 75 cl,750.0,ml,1,750.0,12.39,un,16.52,lt
27899,1,Bebidas e Garrafeira,Vinhos,vinho vintage,messias,garrafa 75 cl,750.0,ml,1,750.0,62.0,un,82.67,lt
27905,1,Bebidas e Garrafeira,Vinhos,claras algarve vinho branco,joão clara,garrafa 75 cl,750.0,ml,1,750.0,7.09,un,9.45,lt
27917,1,Bebidas e Garrafeira,Vinhos,estanho reserva vinho tawny,quinta do estanho,garrafa 75 cl,750.0,ml,1,750.0,16.59,un,22.12,lt
27919,1,Bebidas e Garrafeira,Vinhos,douro vinho branco,vale da mó,garrafa 75 cl,750.0,ml,1,750.0,7.49,un,9.99,lt
27922,1,Bebidas e Garrafeira,Vinhos,valle madruga fernao pires trasosmontes vinho branco,quinta valle madruga,garrafa 75 cl,750.0,ml,1,750.0,8.49,un,11.32,lt
27924,1,Bebidas e Garrafeira,Vinhos,reserva douro vinho branco,epordouro,garrafa 75 cl,750.0,ml,1,750.0,11.69,un,15.59,lt
27931,1,Bebidas e Garrafeira,Vinhos,peninsula setubal vinho rose,luís pato,garrafa 75 cl,750.0,ml,1,750.0,14.99,un,19.99,lt
27934,1,Bebidas e Garrafeira,Vinhos,malvasia anos vinho madeira,barbeito,garrafa 75 cl,750.0,ml,1,750.0,44.5,un,59.33,lt
27937,1,Bebidas e Garrafeira,Vinhos,mc douro vinho tinto,morgadio da calçada,garrafa 75 cl,750.0,ml,1,750.0,11.99,un,15.99,lt
27939,1,Bebidas e Garrafeira,Vinhos,at peninsula setubal vinho tinto,antónio saramago,garrafa 75 cl,750.0,ml,1,750.0,55.0,un,73.33,lt
27954,1,Bebidas e Garrafeira,Vinhos,anos vinho tawny,bulas,garrafa 75 cl,750.0,ml,1,750.0,199.0,un,265.33,lt
27957,1,Bebidas e Garrafeira,Vinhos,the senior vinho tawny,niepoort,garrafa 75 cl,750.0,ml,1,750.0,15.79,un,21.05,lt
27958,1,Bebidas e Garrafeira,Vinhos,reserva vinho ruby,quevedo,garrafa 75 cl,750.0,ml,1,750.0,19.39,un,25.85,lt
27961,1,Bebidas e Garrafeira,Vinhos,chateau ausone vinho tinto,chateau ausone,garrafa 75 cl,750.0,ml,1,750.0,1218.0,un,1624.0,lt
27962,1,Bebidas e Garrafeira,Vinhos,reserva douro vinho branco,quinta da romaneira,garrafa 75 cl,750.0,ml,1,750.0,20.59,un,27.45,lt
27966,1,Bebidas e Garrafeira,Vinhos,douro vinho rose,infiel,garrafa 75 cl,750.0,ml,1,750.0,6.59,un,8.79,lt
27975,1,Bebidas e Garrafeira,Vinhos,pessegueiro tinta barca alicante bouschet douro vinho tinto,quinta do pessegueiro,garrafa 75 cl,750.0,ml,1,750.0,36.0,un,48.0,lt
27982,1,Bebidas e Garrafeira,Vinhos,anos vinho tawny,vallegre,garrafa 75 cl,750.0,ml,1,750.0,21.79,un,29.05,lt
27983,1,Bebidas e Garrafeira,Vinhos,vinho tinto,château clinet,garrafa 75 cl,750.0,ml,1,750.0,224.0,un,298.67,lt
27989,1,Bebidas e Garrafeira,Vinhos,anos tawny,prime's,garrafa 75 cl,750.0,ml,1,750.0,45.8,un,61.07,lt
27990,1,Bebidas e Garrafeira,Vinhos,estanho anos tawny,quinta do estanho,garrafa 75 cl,750.0,ml,1,750.0,80.0,un,106.67,lt
27994,1,Bebidas e Garrafeira,Vinhos,convento reserva doc douro vinho branco,quinta do convento,garrafa 75 cl,750.0,ml,1,750.0,21.9,un,29.2,lt
27996,1,Bebidas e Garrafeira,Vinhos,vintage,vallegre,garrafa 75 cl,750.0,ml,1,750.0,69.0,un,92.0,lt
28001,1,Bebidas e Garrafeira,Vinhos,antao vaz alentejo vinho branco,herdade grande,garrafa 75 cl,750.0,ml,1,750.0,10.19,un,13.59,lt
28008,1,Bebidas e Garrafeira,Vinhos,seco anos vinho madeira medium dry,d'oliveiras,garrafa 75 cl,750.0,ml,1,750.0,29.0,un,38.67,lt
28010,1,Bebidas e Garrafeira,Vinhos,convento reserva douro vinho branco,quinta do convento,garrafa 75 cl,750.0,ml,1,750.0,21.59,un,28.79,lt
28012,1,Bebidas e Garrafeira,Vinhos,enxertia jaen dao vinho tinto,casa da passarella,garrafa 75 cl,750.0,ml,1,750.0,14.89,un,19.85,lt
28016,1,Bebidas e Garrafeira,Vinhos,conde sommelier edition tejo vinho rose,conde vimioso,garrafa 75 cl,750.0,ml,1,750.0,10.09,un,13.45,lt
28021,1,Bebidas e Garrafeira,Vinhos,white sweet,caves messias,garrafa 75 cl,750.0,ml,1,750.0,7.49,un,9.99,lt
28024,1,Bebidas e Garrafeira,Vinhos,reserva bairrada vinho branco,maynard's,garrafa 75 cl,750.0,ml,1,750.0,32.6,un,43.47,lt
28028,1,Bebidas e Garrafeira,Vinhos,doce anos vinho madeira,d´oliveiras,garrafa 75 cl,750.0,ml,1,750.0,18.89,un,25.19,lt
28040,1,Bebidas e Garrafeira,Vinhos,fine vinho ruby,delaforce,garrafa 75 cl,750.0,ml,1,750.0,8.49,un,11.32,lt
28045,1,Bebidas e Garrafeira,Vinhos,h anos seco vinho madeira,h. m. borges,garrafa 75 cl,750.0,ml,1,750.0,11.09,un,14.79,lt
28047,1,Bebidas e Garrafeira,Vinhos,bairrada classico bairrada vinho branco,messias,garrafa 75 cl,750.0,ml,1,750.0,15.99,un,21.32,lt
28054,1,Bebidas e Garrafeira,Vinhos,reserva alentejo vinho branco,paço do conde,garrafa 75 cl,750.0,ml,1,750.0,13.09,un,17.45,lt
28055,2,Mercearia,Congelados,noodles pasta oriental frango,maggi,71 g,71.0,g,1,71.0,0.74,kg,10.42,kg
28056,2,Mercearia,Congelados,massa oriental sabor caril fusion,maggi,71 g,71.0,g,1,71.0,0.74,kg,10.42,kg
28066,2,Mercearia,Açúcar e Sobremesas,bolsa frutos variados sky,bledina,100 g,100.0,g,1,100.0,0.89,kg,8.9,kg
28068,2,Mercearia,Conservas,atum posta azeite,minerva,385 g,385.0,g,1,385.0,5.27,kg,13.69,kg
28074,2,Mercearia,"Azeite, Óleo e Vinagre",azeite virgem,herdade esporão,50 cl,500.0,ml,1,500.0,9.99,lt,19.98,lt
28077,2,Mercearia,Conservas,atum oleo,general,110 g,110.0,g,1,110.0,0.99,kg,9.0,kg
28078,2,Mercearia,"Arroz, Massa e Farinha",massa perolas,nacional,250 g,250.0,g,1,250.0,0.62,kg,2.48,kg
28081,2,Mercearia,Açúcar e Sobremesas,chocolate po,pantagruel,125 g,125.0,g,1,125.0,1.89,kg,15.12,kg
28082,2,Bio Eco e Saudável,Vegetariano e Vegan,cha preto,tetley,10 un,10.0,un,1,10.0,0.74,un,0.07,un
28083,2,Mercearia,Açúcar e Sobremesas,bolsa fruta maca pessego abobora,bledina,85 g,85.0,g,1,85.0,0.69,kg,8.12,kg
28091,2,Mercearia,Cereais e Barras,chips coco,seeberger,110 g,110.0,g,1,110.0,2.46,kg,22.36,kg
28092,2,Mercearia,"Bolachas, Biscoitos e Tostas",bolachas cracker,tuc,8x31.25 g,31.25,g,8,250.0,2.29,kg,9.16,kg
28095,2,Mercearia,Cereais e Barras,amendoim torrado sementes sesamo,seeberger,150 g,150.0,g,1,150.0,2.07,kg,13.8,kg
28103,2,Mercearia,"Molhos, Temperos e Sal",ketchup portuguesa top down,paladin,450 g,450.0,g,1,450.0,2.09,kg,4.64,kg
28106,2,Mercearia,"Bolachas, Biscoitos e Tostas",bolachas digestivas to go chocolate negro mcvitie,mcvities,6x33.3 g,33.3,g,6,199.79999999999998,1.99,kg,9.95,kg
28113,2,Mercearia,"Bolachas, Biscoitos e Tostas",bolo snack cake choc,milka,5x35 g,35.0,g,5,175.0,2.39,kg,13.66,kg
28115,2,Mercearia,"Azeite, Óleo e Vinagre",vinagre balsamico sidra,gallo,250 ml,250.0,ml,1,250.0,1.99,lt,7.96,lt
28121,2,Mercearia,"Chocolate, Gomas e Rebuçados",tablete chocolate fruit nut dairy milk,cadbury,110 g,110.0,g,1,110.0,2.99,kg,27.18,kg
28130,2,Mercearia,"Molhos, Temperos e Sal",maionese magra top down,calvé,447 g,447.0,g,1,447.0,2.19,kg,4.9,kg
28131,2,Mercearia,Açúcar e Sobremesas,bolsa fruta maca pera,gogo squeez,4x90 g,90.0,g,4,360.0,2.69,kg,7.47,kg
28143,2,Mercearia,Açúcar e Sobremesas,bolsa fruta maca morango,gogo squeez,4x90 g,90.0,g,4,360.0,2.69,kg,7.47,kg
28145,2,Mercearia,"Arroz, Massa e Farinha",tapioca hidratada,ferbar,500 g,500.0,g,1,500.0,2.89,kg,5.78,kg
28146,2,Mercearia,Cereais e Barras,cereais chocolate caramelo,lion,400 g,400.0,g,1,400.0,2.98,kg,7.45,kg
28147,2,Mercearia,"Chocolate, Gomas e Rebuçados",chocolate manteiga amendoim chunky kitkat pack,kit kat,4x42 g,42.0,g,4,168.0,2.99,kg,17.81,kg
28149,2,Mercearia,Cereais e Barras,barras cereais frutos vermelhos kellogg,kellogg´s,6x21.5 g,21.5,g,6,129.0,1.99,kg,15.43,kg
28153,2,Bio Eco e Saudável,Vegetariano e Vegan,cafe moagem universal cuba,delta,220 g,220.0,g,1,220.0,3.69,kg,16.77,kg
28159,2,Produtos Frescos,Legumes,alface frisada embalagem,vegetais,400.0g,400.0,g,1,400.0,1.39,kg,1.39,kg
28166,2,Produtos Frescos,Frutas,melao verde unidade,frutaria,3000.0g,3000.0,g,1,3000.0,1.69,kg,1.69,kg
28171,2,Produtos Frescos,Legumes,salada fresca,pingo doce,150 g,150.0,g,1,150.0,1.49,kg,9.93,kg
28172,2,Produtos Frescos,Legumes,crocante,vitacress,250 g,250.0,g,1,250.0,1.99,kg,7.96,kg
28177,2,Produtos Frescos,Legumes,nabica embalagem,pingo doce,150.0g,150.0,g,1,150.0,1.29,kg,8.6,kg
28181,2,Produtos Frescos,Legumes,salada iceberg,pingo doce,300 g,300.0,g,1,300.0,0.99,kg,3.3,kg
28189,2,Produtos Frescos,Legumes,batata conservacao fritar pure embalagem,pingo doce,3000.0g,3000.0,g,1,3000.0,3.59,kg,1.2,kg
28190,2,Produtos Frescos,Legumes,tomilho embalado,pingo doce,20 g,20.0,g,1,20.0,1.69,kg,84.5,kg
28192,2,Produtos Frescos,Legumes,gengibre unidade,pingo doce,150.0g,150.0,g,1,150.0,5.29,kg,5.29,kg
28194,2,Produtos Frescos,Legumes,pepino doce embalagem,pingo doce,200.0g,200.0,g,1,200.0,1.19,kg,5.95,kg
28197,2,Produtos Frescos,Legumes,cenoura ripada embalagem,vegetais,200.0g,200.0,g,1,200.0,0.89,kg,4.45,kg
28198,2,Produtos Frescos,Legumes,abobora cortada biologico embalagem,vegetais,350.0g,350.0,g,1,350.0,1.99,kg,5.69,kg
28199,2,Produtos Frescos,Legumes,chalota roxa embalagem,vegetais,500.0g,500.0,g,1,500.0,2.29,kg,4.58,kg
28200,2,Produtos Frescos,Legumes,beterraba cozida unidade,vegetais,500.0g,500.0,g,1,500.0,1.79,kg,3.58,kg
28201,2,Produtos Frescos,Legumes,pimento tricolor embalagem,vegetais,500.0g,500.0,g,1,500.0,2.69,kg,5.38,kg
28202,2,Produtos Frescos,Legumes,rabanete embalagem,vegetais,125.0g,125.0,g,1,125.0,0.99,kg,7.92,kg
28208,2,Produtos Frescos,Frutas,fisalis embalagem,frutaria,100.0g,100.0,g,1,100.0,1.49,kg,14.9,kg
28223,2,Produtos Frescos,Legumes,salsa vaso,pingo doce,200 g,200.0,g,1,200.0,1.69,kg,8.45,kg
28227,2,Produtos Frescos,Legumes,cebolinho vaso,pingo doce,200 g,200.0,g,1,200.0,1.69,kg,8.45,kg
28230,2,Produtos Frescos,Legumes,abobora cubos embalagem,vegetais,400.0g,400.0,g,1,400.0,1.59,kg,3.98,kg
28235,2,Produtos Frescos,Legumes,alface roxa embalada embalagem,vegetais,150.0g,150.0,g,1,150.0,1.29,kg,8.6,kg
28242,2,Produtos Frescos,Frutas,abacaxi honeyglow unidade,delmonte,2050.0g,2050.0,g,1,2050.0,1.99,kg,1.99,kg
28243,2,Produtos Frescos,Legumes,alface lisa embalagem,pingo doce,150.0g,150.0,g,1,150.0,1.29,kg,8.6,kg
28244,2,Produtos Frescos,Frutas,meloa galia unidade,frutaria,1200.0g,1200.0,g,1,1200.0,2.49,kg,2.49,kg
28250,2,Produtos Frescos,Legumes,batata conservacao cozer embalagem,vegetais,2000.0g,2000.0,g,1,2000.0,3.89,kg,1.95,kg
28253,2,Produtos Frescos,Legumes,preparado sopa portuguesa embalagem,vegetais,400.0g,400.0,g,1,400.0,1.29,kg,3.23,kg
28267,2,Produtos Frescos,Talho,coxa frango embalagem,talho,550.0g,550.0,g,1,550.0,3.98,kg,3.98,kg
28268,2,Produtos Frescos,Talho,perna confeitada,quinta,250 g,250.0,g,1,250.0,3.49,kg,13.96,kg
28276,2,Produtos Frescos,Talho,franguito unidade,talho,550.0g,550.0,g,1,550.0,6.28,kg,6.28,kg
28280,2,Produtos Frescos,Talho,peito frango embalagem,talho,700.0g,700.0,g,1,700.0,6.58,kg,6.58,kg
28283,2,Produtos Frescos,Talho,porco rabo unidade,talho,300.0g,300.0,g,1,300.0,4.09,kg,4.09,kg
28295,2,Produtos Frescos,Talho,peito vacuo,talho,1.0un,1.0,un,1,1.0,18.48,kg,18.48,kg
28297,2,Produtos Frescos,Talho,secretos porco preto embalagem,pingo doce,330.0g,330.0,g,1,330.0,16.79,kg,16.79,kg
28298,2,Produtos Frescos,Talho,costeleta cachaco porco embalagem,pingo doce iguarias,600.0g,600.0,g,1,600.0,5.98,kg,5.98,kg
28302,2,Produtos Frescos,Talho,entremeada porco embalagem,pingo doce iguarias,600.0g,600.0,g,1,600.0,5.98,kg,5.98,kg
28305,2,Produtos Frescos,Talho,frango campo miudos unidade,talho,2360.0g,2360.0,g,1,2360.0,4.48,kg,4.48,kg
28306,2,Produtos Frescos,Talho,codornizes unidade,talho,160.0g,160.0,g,1,160.0,1.19,kg,7.44,kg
28312,2,Produtos Frescos,Talho,panados peru unidade,talho,120.0g,120.0,g,1,120.0,8.99,kg,8.99,kg
28321,2,Produtos Frescos,Talho,pipis miudos frango embalagem,avipronto,1050.0g,1050.0,g,1,1050.0,3.69,kg,3.69,kg
28325,2,Produtos Frescos,Talho,carne picada porco embalagem,pingo doce,500.0g,500.0,g,1,500.0,3.69,kg,7.38,kg
28326,2,Produtos Frescos,Talho,costeleta borrego unidade,talho,100.0g,100.0,g,1,100.0,15.99,kg,15.99,kg
28335,2,Produtos Frescos,Talho,desfiado,talho,600 g,600.0,g,1,600.0,9.99,kg,16.65,kg
28343,2,Produtos Frescos,Talho,bifinhos lombo porco panados embalagem,tradicia,400.0g,400.0,g,1,400.0,4.19,kg,10.47,kg
28344,2,Produtos Frescos,Talho,perninha frango embalagem,talho,540.0g,540.0,g,1,540.0,4.98,kg,4.98,kg
28345,2,Produtos Frescos,Talho,salsicha cachorro quente,sorraia,250 g,250.0,g,1,250.0,2.59,kg,10.36,kg
28350,2,Produtos Frescos,Talho,frango campo miudos unidade,talho,2250.0g,2250.0,g,1,2250.0,4.48,kg,4.48,kg
28353,2,Produtos Frescos,Talho,vitela cozer estufar unidade,talho,1000.0g,1000.0,g,1,1000.0,9.98,kg,9.98,kg
28355,2,Produtos Frescos,Peixaria,camarao aquacultura unidade,congelados,1000.0g,1000.0,g,1,1000.0,7.99,kg,7.99,kg
28356,2,Produtos Frescos,Peixaria,camarao black tiger aquacultura unidade,congelados,200.0g,200.0,g,1,200.0,11.99,kg,11.99,kg
28359,2,Produtos Frescos,Peixaria,camarao aquacultura unidade,congelados,1020.0g,1020.0,g,1,1020.0,9.99,kg,9.99,kg
28360,2,Produtos Frescos,Peixaria,maruca congelada unidade,congelados,1500.0g,1500.0,g,1,1500.0,9.49,kg,9.49,kg
28367,2,Produtos Frescos,Peixaria,ameijoa vietnamita castanha congelada unidade,congelados,1100.0g,1100.0,g,1,1100.0,3.29,kg,3.29,kg
28368,2,Produtos Frescos,Peixaria,perca nilo congelada unidade,congelados,1500.0g,1500.0,g,1,1500.0,8.99,kg,8.99,kg
28376,2,Produtos Frescos,Peixaria,salmao fresco unidade,peixaria,4200.0g,4200.0,g,1,4200.0,7.99,kg,7.99,kg
28378,2,Produtos Frescos,Peixaria,mexilhao unidade,peixaria,1000.0g,1000.0,g,1,1000.0,4.49,kg,4.49,kg
28381,2,Produtos Frescos,Peixaria,perca nilo posta unidade,peixaria,300.0g,300.0,g,1,300.0,9.99,kg,9.99,kg
28383,2,Produtos Frescos,Peixaria,bacalhau graudo 1a noruega unidade,pingo doce,2400.0g,2400.0,g,1,2400.0,15.99,kg,15.99,kg
28392,2,Produtos Frescos,Peixaria,tamboril unidade,peixaria,2800.0g,2800.0,g,1,2800.0,12.99,kg,12.99,kg
28399,2,Produtos Frescos,Peixaria,bacalhau corrente 1a unidade,peixaria,1000.0g,1000.0,g,1,1000.0,9.99,kg,9.99,kg
28403,2,Produtos Frescos,Peixaria,sardinha fritar congelada embalagem,congelados,500.0g,500.0,g,1,500.0,2.99,kg,5.98,kg
28412,2,Produtos Frescos,Peixaria,robalo unidade,peixaria,400.0g,400.0,g,1,400.0,8.99,kg,8.99,kg
28413,2,Produtos Frescos,Peixaria,rodelas pescada cabo congeladas embalagem,congelados,1000.0g,1000.0,g,1,1000.0,8.99,kg,8.99,kg
28417,2,Produtos Frescos,Peixaria,garoupa unidade,peixaria,3000.0g,3000.0,g,1,3000.0,21.99,kg,21.99,kg
28420,2,Produtos Frescos,Peixaria,bacalhau atlantico embalagem,peixaria,400.0g,400.0,g,1,400.0,4.99,kg,12.47,kg
28422,2,Produtos Frescos,Peixaria,barrigas bacalhau embalagem,peixaria,700.0g,700.0,g,1,700.0,6.49,kg,9.27,kg
28424,2,Produtos Frescos,Peixaria,lombos bacalhau embalagem,peixaria,600.0g,600.0,g,1,600.0,15.99,kg,26.65,kg
28425,2,Produtos Frescos,Peixaria,postas bacalhau embalagem,peixaria,600.0g,600.0,g,1,600.0,11.99,kg,19.98,kg
28427,2,Produtos Frescos,Peixaria,ameijoa branca unidade,peixaria,500.0g,500.0,g,1,500.0,6.99,kg,13.98,kg
28428,2,Produtos Frescos,Peixaria,ovas pescada cozidas,peixaria,200 g,200.0,g,1,200.0,5.99,kg,29.95,kg
28434,2,Produtos Frescos,Peixaria,caracois saco embalagem,peixaria,1000.0g,1000.0,g,1,1000.0,3.99,kg,3.99,kg
28436,2,Produtos Frescos,Peixaria,bacalhau graudo 1a unidade,peixaria,2370.0g,2370.0,g,1,2370.0,14.99,kg,14.99,kg
28439,2,Produtos Frescos,Peixaria,bacalhau especial 1a unidade,peixaria,3150.0g,3150.0,g,1,3150.0,16.99,kg,16.99,kg
28440,2,Produtos Frescos,Peixaria,medalhoes pescada cabo embalagem,congelados,500.0g,500.0,g,1,500.0,4.49,kg,8.98,kg
28441,2,Produtos Frescos,Peixaria,dourada fresca unidade,peixaria,700.0g,700.0,g,1,700.0,9.99,kg,9.99,kg
28445,2,Produtos Frescos,Peixaria,polvo unidade,peixaria,250.0g,250.0,g,1,250.0,9.99,kg,39.96,kg
28447,2,Produtos Frescos,Peixaria,bacalhau especial 1a noruega unidade,peixaria,3300.0g,3300.0,g,1,3300.0,17.99,kg,17.99,kg
28450,2,Produtos Frescos,Peixaria,filetes pescada cabo embalagem,congelados,800.0g,800.0,g,1,800.0,6.89,kg,8.61,kg
28458,2,Produtos Frescos,Charcutaria,barriga fumada,casa da prisca,150 g,150.0,g,1,150.0,3.15,kg,21.0,kg
28463,2,Produtos Frescos,Charcutaria,fiambre peito frango,campofrio,200.0g,200.0,g,1,200.0,14.39,kg,14.39,kg
28464,2,Produtos Frescos,Charcutaria,fiambre peito peru,izidoro,200.0g,200.0,g,1,200.0,12.49,kg,12.49,kg
28468,2,Produtos Frescos,Charcutaria,cachaco porco,prisca,80 g,80.0,g,1,80.0,3.38,kg,42.25,kg
28469,2,Produtos Frescos,Charcutaria,alheira caca terras vento leste,eurofumeiro,200 g,200.0,g,1,200.0,1.79,kg,8.95,kg
28471,2,Produtos Frescos,Charcutaria,fiambre perna,negrini,120 g,120.0,g,1,120.0,3.35,kg,27.92,kg
28478,2,Produtos Frescos,Charcutaria,chourico carne porco preto,miguel&miguel,200 g,200.0,g,1,200.0,3.14,kg,15.7,kg
28482,2,Produtos Frescos,Charcutaria,presunto 9m pedaco,lourenço,450 g,450.0,g,1,450.0,7.99,kg,17.76,kg
28486,2,Produtos Frescos,Charcutaria,chourico,fumeiros da guarda,200 g,200.0,g,1,200.0,2.79,kg,13.95,kg
28487,2,Produtos Frescos,Charcutaria,chourico regional vinho,fumeiros da guarda,200 g,200.0,g,1,200.0,3.25,kg,16.25,kg
28488,2,Produtos Frescos,Charcutaria,chouricao,tradição,200 g,200.0,g,1,200.0,2.45,kg,12.25,kg
28490,2,Produtos Frescos,Charcutaria,mortadela porco simples fatiada,pingo doce,200 g,200.0,g,1,200.0,0.99,kg,4.95,kg
28499,2,Produtos Frescos,Charcutaria,presunto beira baixa 9m,pingo doce,150 g,150.0,g,1,150.0,2.99,kg,19.93,kg
28501,2,Produtos Frescos,Charcutaria,chourico carne corrente,porminho,200 g,200.0,g,1,200.0,1.99,kg,9.95,kg
28502,2,Produtos Frescos,Charcutaria,presunto duroc,pingo doce,120 g,120.0,g,1,120.0,3.49,kg,29.08,kg
28505,2,Produtos Frescos,Charcutaria,salpicao,fumeiros da guarda,250 g,250.0,g,1,250.0,4.25,kg,17.0,kg
28510,2,Produtos Frescos,Charcutaria,moira regional,beira lamego,200 g,200.0,g,1,200.0,2.39,kg,11.95,kg
